character,foxchild_selection_rank,moe_frequency_rank,hk_frequency_rank,edb_presence,edb_source_glyph,unihan_definition,suggested_category,cangjie,quick,reading_count,decomposition_status,top_level_operator,register_review_status,review_tasks,review_priority_band
研,790,797,,true,研,"grind, rub; study, research",education,MRMT,MT,4,source-attested-unreviewed,⿰,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,remaining
般,791,798,,true,般,"sort, manner, kind, category",general,HYHNE,HE,7,source-attested-unreviewed,⿰,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,remaining
院,792,799,,true,院,"courtyard, yard, court; school",education,NLJMU,NU,2,source-attested-unreviewed,⿰,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,remaining
詩,793,800,,true,詩,"poetry; poem, verse, ode",general,YRGDI,YI,2,source-attested-unreviewed,⿰,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,remaining
譜,794,801,,true,譜,"register, list, table; musical score",general,YRTCA,YA,2,source-attested-unreviewed,⿰,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,remaining
市,795,802,,true,市,"market, fair; city, town; trade",general,YLB,YB,2,source-attested-unreviewed,⿱,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,remaining
非,796,803,,true,非,"not, negative, non-; oppose; Kangxi radical 175",general,LMSY,LY,3,source-attested-unreviewed,,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,remaining
帝,797,804,,true,帝,"supreme ruler, emperor; god",general,YBLB,YB,2,source-attested-unreviewed,⿱,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,remaining
突,798,805,,true,突,"suddenly, abruptly, unexpectedly",general,JCIK,JK,2,source-attested-unreviewed,⿱,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,remaining
規,799,806,,true,規,"rules, regulations, customs, law",general,QOBUU,QU,4,source-attested-unreviewed,⿰,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,remaining
雄,800,807,,true,雄,male of species; hero; manly,general,KIOG,KG,2,source-attested-unreviewed,⿰,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,remaining
劉,801,808,,true,劉,"surname; kill, destroy",people,HCLN,HN,2,source-attested-unreviewed,⿰,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,remaining
顆,802,809,,true,顆,"grain, kernel",general,WDMBC,WC,4,source-attested-unreviewed,⿰,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,remaining
互,803,810,,true,互,"mutually, reciprocally",general,MVNM,MM,2,source-attested-unreviewed,,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,remaining
枝,804,811,,true,枝,"branches, limbs; branch off",general,DJE,DE,3,source-attested-unreviewed,⿰,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,remaining
哥,805,812,,true,哥,elder brother,general,MRNR,MR,3,source-attested-unreviewed,⿱,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,remaining
願,806,813,,true,願,"desire, want; wish; ambition",general,MFMBC,MC,3,source-attested-unreviewed,⿰,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,remaining
洗,807,814,,true,洗,"wash, rinse; clean, purify",general,EHGU,EU,3,source-attested-unreviewed,⿰,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,remaining
折,808,815,,true,折,"break off, snap; bend",general,QHML,QL,5,source-attested-unreviewed,⿰,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,remaining
射,809,816,,true,射,"shoot, eject, issue forth, emit",general,HHDI,HI,6,source-attested-unreviewed,⿰,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,remaining
圈,810,817,,true,圈,to circle; a circle; corral,general,WFQU,WU,6,source-attested-unreviewed,⿴,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,remaining
置,811,818,,true,置,"place, lay out; set aside",general,WLJBM,WM,3,source-attested-unreviewed,⿱,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,remaining
戲,812,819,,true,戲,"theatrical play, show",general,YTI,YI,8,source-attested-unreviewed,⿰,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,remaining
失,813,820,,true,失,"lose; make mistake, neglect",actions,HQO,HO,3,source-attested-unreviewed,⿰,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,remaining
冷,814,821,,true,冷,"cold, cool; lonely",general,IMOII,II,4,source-attested-unreviewed,⿰,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,remaining
福,815,822,,true,福,"happiness, good fortune, blessing",general,IFMRW,IW,3,source-attested-unreviewed,⿰,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,remaining
砍,816,823,,true,砍,"hack, chop, cut, fell",general,MRNO,MO,2,source-attested-unreviewed,⿰,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,remaining
弱,817,824,,true,弱,"weak; fragile, delicate",general,NMNIM,NM,2,source-attested-unreviewed,⿰,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,remaining
喊,818,825,,true,喊,"shout, call out, yell; howl; cry",general,RIHR,RR,4,source-attested-unreviewed,⿰,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,remaining
寧,819,826,,true,寧,"repose, serenity, peace; peaceful",general,JPBN,JN,4,source-attested-unreviewed,⿱,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,remaining
存,820,827,,true,存,"exist, live, be; survive; remain",general,KLND,KD,2,source-attested-unreviewed,⿸,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,remaining
幅,821,828,,true,幅,"piece, strip, breadth of, hem",general,LBMRW,LW,3,source-attested-unreviewed,⿰,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,remaining
統,822,829,,true,統,"govern, command, control; unite",general,VFYIU,VU,2,source-attested-unreviewed,⿰,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,remaining
絲,823,830,,true,絲,silk; fine thread; wire; strings,general,VFVIF,VF,2,source-attested-unreviewed,⿰,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,remaining
秋,824,831,,true,秋,"autumn, fall; year",general,HDF,HF,2,source-attested-unreviewed,⿰,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,remaining
富,825,832,,true,富,"abundant, ample; rich, wealthy",general,JMRW,JW,2,source-attested-unreviewed,⿱,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,remaining
銀,826,833,,true,銀,"silver (element 47, Ag); cash, money, wealth",general,CAV,CV,2,source-attested-unreviewed,⿰,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,remaining
良,827,834,,true,良,"good, virtuous, respectable",general,IAV,IV,3,source-attested-unreviewed,⿱,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,remaining
楊,828,835,,true,楊,"willow, poplar, aspen; surname",people,DAMH,DH,2,source-attested-unreviewed,⿰,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,remaining
摘,829,836,,true,摘,"pluck, pick; select; specify",general,QYCB,QB,2,source-attested-unreviewed,⿰,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,remaining
功,830,837,,true,功,"achievement, merit, good result",general,MKS,MS,2,source-attested-unreviewed,⿰,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,remaining
至,831,838,,true,至,"reach, arrive; extremely, very; Kangxi radical 133",general,MIG,MG,3,source-attested-unreviewed,⿱,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,remaining
堅,832,839,,true,堅,"hard, strong, firm; resolute",general,SEG,SG,2,source-attested-unreviewed,⿱,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,remaining
換,833,840,,true,換,"change, exchange; substitute",general,QNBK,QK,2,source-attested-unreviewed,⿰,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,remaining
槍,834,841,,true,槍,"spear, lance; gun, rifle",general,DOIR,DR,4,source-attested-unreviewed,⿰,unreviewed,hk-selection|learner-definition|category|display-reading|register|curriculum-priority,remaining
